name,price,screen_size,display_resolution,cpu,proccessor_cores,set_of_cpu,cpu_frequency,gpu,ram,memory,operating_system,weight,brand
ASUS X513EA-BQ2370 90NB0SG4-M53110,44000,15.6,1920x1080 FHD ,Intel Core i3 ,2.0,1115G4 ,3.0,Intel UHD Graphics ,8.0,SSD ,no OS (без операционной системы) ,1800.0,ASUS 
Lenovo  Lenovo Yoga 6 13ALC7 82UD000ARU,106143,13.3,1920x1020 ,AMD Ryzen 5 ,6.0,5500U ,2.1,AMD Radeon Graphics ,16.0,SSD ,Windows 11 Home ,1370.0,Lenovo 
Lenovo ThinkPad E15 21ED004XRT,88753,15.0,1920x1080 FHD ,AMD Ryzen 5 ,6.0,5625U ,2.3,AMD Radeon Graphics ,8.0,SSD ,DOS / без ОС ,1780.0,Lenovo 
HP VICTUS 16-d1002nia 6A3S2EA,105670,16.1,1920x1080 FHD ,Intel Core i7 ,14.0,12700H ,2.3,NVIDIA GeForce RTX 3050 ,16.0,SSD ,DOS / без ОС ,2460.0,HP 
"Irbis 15.6"" NB510",29100,15.6,1920x1080 FHD ,Intel Core i3 ,2.0,5005U ,2.0,Intel HD Graphics 5500 ,8.0,SSD ,Windows 10 Home 64-bit ,1710.0,Irbis 
HP VICTUS 16-e0102ur 53N22EA,108721,16.1,1920x1080 FHD ,AMD Ryzen 7 ,8.0,5800H ,3.2,NVIDIA GeForce RTX 3060 ,16.0,SSD ,DOS / без ОС ,2460.0,HP 
Lenovo V15 G2 82KB00NHPB,85032,15.6,1920x1080 FHD ,Intel Core i5 ,4.0,1135G7 ,2.4,Intel Iris Xe Graphics ,8.0,SSD ,Windows 11 Pro ,1700.0,Lenovo 
HIPER SLIM H1306O5165DM,74600,13.3,1920x1080 FHD ,Intel Core i5 ,10.0,1235U ,1.3,Intel UHD Graphics ,16.0,SSD ,DOS / без ОС ,1260.0,HIPER 
ASUS K3500PA-KJ408 90NB0UU2-M008U0,76274,15.6,1920x1080 FHD / 1920x1080 FHD ,Intel Core i7 / Intel Core i7 ,4.0,11370H / 11370H ,3.0,Intel Iris Xe Graphics / Intel Iris Xe Graphics ,16.0,SSD / SSD ,DOS / без ОС / DOS / без ОС ,1650.0,ASUS 
Lenovo ThinkPad T14s G3 21BR0044AU,149799,14.0,1920х1200 ,Intel Core i5 ,10.0,1235U ,1.3,Intel Iris Xe Graphics ,16.0,SSD ,Windows 11 Pro ,1210.0,Lenovo 
Lenovo LENOVO Legion 5 PRO 16IAH7H 82RF00LYRM,142590,16.0,2560х1600 ,Intel Core i5 ,12.0,12500H ,2.5,NVIDIA GeForce RTX 3060 ,16.0,SSD ,DOS / без ОС ,2490.0,Lenovo 
Apple MacBook Air A2681 Z160000T4,157000,13.6,2560x1664 ,Apple M2 ,8.0,M2 ,2.4,Intel Iris Xe Graphics ,16.0,SSD ,MAC OS ,1240.0,Apple 
ASUS ROG Strix G15 G513IE-HN065 90NR0582-M002U0,95500,15.6,1920x1080 FHD ,AMD Ryzen 7 ,8.0,4800H ,2.9,NVIDIA GeForce RTX 3050 Ti ,16.0,SSD ,no OS (без операционной системы) ,2100.0,ASUS 
MSI Katana GF66 11UG-083RU 9S7-158112-083,124000,15.6,1920x1080 FHD ,Intel Core i7 ,8.0,11800H ,2.3,NVIDIA GeForce RTX 3070 ,16.0,SSD ,Windows 10 Home 64-bit ,2250.0,MSI 
Lenovo IdeaPad Gaming 3 15IHU6 82K1015CUS,70990,15.6,1920x1080 FHD ,Intel Core i5 ,4.0,11300H ,3.1,NVIDIA GeForce GTX 1650 ,8.0,SSD ,Windows 11 Home ,2250.0,Lenovo 
Dream Machines G1650-15KZ89,90820,15.6,1920x1080 FHD ,Intel Core i7 ,14.0,12700H ,2.3,NVIDIA GeForce GTX 1650 ,32.0,SSD ,no OS (без операционной системы) ,2200.0,Dream Machines 
ASUS Vivobook Pro 14 K3400PH-KM120W 90NB0UX2-M02420,138460,14.0,2880x1800 ,Intel Core i7 ,4.0,11370H ,3.3,NVIDIA GeForce GTX 1650 ,16.0,SSD ,Windows 11 Home ,1400.0,ASUS 
ASUS X515JA-BQ4001 90NB0SR1-M02LD0,64356,15.6,1920x1080 FHD ,Intel Core i7 ,4.0,1065G7 ,1.3,Intel UHD Graphics ,16.0,SSD ,DOS / без ОС ,1800.0,ASUS 
Lenovo ThinkPad T14s 21BR00DRRT,203107,14.0,1920х1200 ,Intel Core i7 ,12.0,1260P ,2.1,Intel Iris Xe Graphics ,16.0,SSD ,DOS / без ОС ,1210.0,Lenovo 
ASUS Vivobook 90NB0TY1-M24160,34050,15.6,1366x768 HD ,Intel Pentium Gold ,2.0,7505 ,2.0,Intel UHD Graphics ,4.0,SSD ,Windows 11 Home ,1800.0,ASUS 
ASUS X515JA-BQ3485W 90NB0SR1-M01MN0,65911,15.6,1920x1080 FHD ,Intel Core i7 ,4.0,1065G7 ,1.3,Intel Iris Plus Graphics ,8.0,SSD ,DOS / без ОС ,1800.0,ASUS 
MSI Thin GF63 12VE-237RU 9S7-16R821-237,106500,15.6,1920x1080 FHD ,Intel Core i7 ,10.0,12650H ,2.3,Nvidia Geforce RTX 4050 ,8.0,SSD ,Windows 11 Home ,1860.0,MSI 
Lenovo V15 82NB001CEU,42590,15.6,1920x1080 FHD ,Intel Core i3 ,2.0,10110U ,2.1,Intel UHD Graphics ,8.0,SSD ,no OS (без операционной системы) ,1850.0,Lenovo 
Lenovo ThinkPad L13 G2 20VJA2U4CD,100822,13.3,1920x1080 FHD ,Intel Core i5 ,4.0,1135G7 ,2.4,Intel Iris Xe Graphics ,8.0,SSD ,DOS / без ОС ,1390.0,Lenovo 
Lenovo IdeaPad 5 Pro 14IAP7 82SH002YRK,100591,15.6,1920x1080 FHD ,Intel Core i5 ,4.0,1135G7 ,2.4,Intel Iris Xe Graphics ,8.0,SSD ,DOS / без ОС ,1705.2024914285716,Lenovo 
Machenike S16 S16-i912900H30606GQ165HGMQDR2,127000,16.0,2560х1600 ,Intel Core i9 ,14.0,12900H ,2.5,NVIDIA GeForce RTX 3060 ,32.0,SSD ,no OS (без операционной системы) ,2150.0,Machenike 
Lenovo Yoga Slim 7 ProX 14ARH7 82TL003RRU,177585,14.5,3072x1920 ,AMD Ryzen 7 ,8.0,6800HS ,3.2,NVIDIA GeForce RTX 3050 ,32.0,SSD ,Windows 11 Home ,1450.0,Lenovo 
Dell Latitude 5430 P137G006 5430-5654,131400,14.0,1920x1080 FHD ,Intel Core i5 ,10.0,1235U ,1.3,Intel Iris Xe Graphics ,16.0,SSD ,Linux ,1370.0,Dell 
ASUS A516JA-BQ1918 90NB0SR1-M36230,51000,15.6,1920x1080 FHD ,Intel Core i7 ,4.0,1065G7 ,1.3,Intel Iris Plus Graphics ,16.0,SSD ,no OS (без операционной системы) ,1705.2024914285716,ASUS 
Lenovo IdeaPad 3 15ITL6 82H801B5RK,87364,15.6,1920x1080 FHD ,Intel Core i7 ,4.0,1165G7 ,2.8,NVIDIA GeForce MX350 ,8.0,HDD+SSD (отдельный) ,no OS (без операционной системы) ,1650.0,Lenovo 
Acer Extensa 15 EX215-52-59U1 NX.EG8ER.00D,59600,15.6,1920x1080 FHD ,Intel Core i5 ,4.0,1035G1 ,1.0,Intel UHD Graphics ,8.0,HDD ,Windows 10 Pro 64-bit ,1900.0,Acer 
Acer Extensa EX215-22-R0A4 NX.EG9ER.00F,35500,15.6,1920x1080 FHD ,AMD Ryzen 3 ,2.0,3250U ,2.6,AMD Radeon Vega Graphics ,4.0,SSD ,no OS (без операционной системы) ,1900.0,Acer 
ASUS TUF FX506HE-HN337 90NR0703-M00D80,96000,15.6,1920x1080 FHD ,Intel Core i7 ,6.0,11800H ,2.3,NVIDIA GeForce RTX 3050 Ti ,16.0,SSD ,DOS / без ОС ,2300.0,ASUS 
Acer Aspire 3 Slim A315-59-55KQ NX.K6SER.003,46100,15.6,1920x1080 FHD ,Intel Core i5 ,10.0,1235U ,1.3,Intel UHD Graphics ,8.0,SSD ,DOS / без ОС ,1710.0,Acer 
HP EliteBook 830 G8 4S174EC,155021,13.3,1920x1080 FHD ,Intel Core i5 ,4.0,1145G7 ,2.4,Intel Iris Xe Graphics ,16.0,SSD ,Windows 10 Pro 64-bit ,1400.0,HP 
Apple 16-inch MacBook Pro MK193ZE/A,251000,16.2,3456х2234 ,Apple M1 Pro ,10.0,1135G7 ,2.4,Intel Iris Xe Graphics ,16.0,SSD ,MAC OS ,2150.0,Apple 
ASUS ASUS Zenbook 14 90NB0WC2-M012Y0,164021,14.0,2560х1600 ,Intel Core i5 ,12.0,1240P ,1.7,Intel Iris Xe Graphics ,16.0,SSD ,no OS (без операционной системы) ,1100.0,ASUS 
HP EliteBook 830 G9 6F6Q3EA,166686,13.3,1920х1200 ,Intel Core i5 ,10.0,1245U ,3.3,Intel Iris Xe Graphics ,8.0,SSD ,Windows 11 Pro ,1270.0,HP 
F+ FLTP-5R FLTP-5R5-8512-W,48800,15.6,1920x1080 FHD ,AMD Ryzen 5 ,6.0,5600U ,2.6,AMD Radeon Vega Graphics ,8.0,SSD ,Windows 11 Home ,1760.0,F+ 
ASUS X515KA-BR111W 90NB0VI1-M003Y0,29384,15.6,1920x1080 FHD ,Intel Pentium ,4.0,N6000 ,1.1,Intel Iris Xe Graphics ,4.0,SSD ,Windows 11 Home ,1705.2024914285716,ASUS 
Acer Acer Aspire 3 NX.KDEER.008,44500,15.6,1920x1080 FHD ,AMD Ryzen 3 ,4.0,7320U ,2.4,AMD Radeon Graphics ,8.0,SSD ,Windows 11 Home ,1705.2024914285716,Acer 
Maibenben X558 X558FSBCLGRE0,84490,15.6,1920x1080 FHD ,AMD Ryzen 7 ,8.0,5800H ,3.2,NVIDIA GeForce RTX 3060 ,8.0,SSD ,Linux ,1705.2024914285716,Maibenben 
HP 15-dw4000nia 6N233EA,54380,15.6,1920x1080 FHD ,Intel Core i5 ,10.0,1235U ,2.4,NVIDIA GeForce MX550 ,8.0,SSD ,DOS / без ОС ,1780.0,HP 
ASUS X515EA-BQ945W 90NB0TY2-M25680,61679,15.6,1920x1080 FHD ,Intel Core i3 ,2.0,1115G4 ,3.0,Intel UHD Graphics ,4.0,SSD ,Windows 11 Home ,1800.0,ASUS 
Dell Latitude 5430 B2B-CCDEL1154D501,89617,14.0,1920x1080 FHD ,Intel Core i5 ,10.0,1235U ,1.3,Intel Iris Xe Graphics ,8.0,SSD ,Linux ,1360.0,Dell 
HP 240 G8 5N235ES,81300,14.0,1920x1080 FHD ,Intel Core i7 ,4.0,1165G7 ,2.8,Intel Iris Xe Graphics ,16.0,SSD ,DOS / без ОС ,1470.0,HP 
Acer TravelMate P2 TMP215-52-32WA NX.VLLER.00M,52200,15.6,1920x1080 FHD ,Intel Core i3 ,2.0,10110U ,2.1,Intel UHD Graphics ,4.0,SSD ,no OS (без операционной системы) ,1800.0,Acer 
Lenovo IdeaPad 5 Pro 14ITL6 82L300MTRK,107123,14.0,2240x1400 ,Intel Core i7 ,4.0,1165G7 ,2.8,Intel Iris Xe Graphics ,8.0,SSD ,Windows 11 Home ,1380.0,Lenovo 
Acer EX215-32-P9XP Extensa NX.EGNER.00B,49100,15.6,1920x1080 FHD ,Intel Core i5 ,4.0,1135G7 ,2.4,Intel Iris Xe Graphics ,8.0,SSD ,DOS / без ОС ,1705.2024914285716,Acer 
Dell Latitude 5430 210-BDGP-Latitude5430(i7/400nits/W11Pro),142435,14.0,1920x1080 FHD ,Intel Core i7 ,10.0,1255U ,1.7,Intel Iris Xe Graphics ,16.0,SSD ,Windows 11 Pro ,1360.0,Dell 
Lenovo ThinkBook G3 21A5000ECD,75590,15.6,1920x1080 FHD ,Intel Core i5 ,4.0,1155G7 ,1.0,Intel Iris Xe Graphics ,16.0,SSD ,Windows 11 Home ,1700.0,Lenovo 
Lenovo TP L14 AMD G2 20X6S2KA00,95290,14.0,1920x1080 FHD ,AMD Ryzen 5 ,6.0,5650U ,2.3,Intel Iris Xe Graphics ,16.0,SSD ,Windows 11 Pro ,1610.0,Lenovo 
ASUS K3500PA-KJ407 90NB0UU2-M008T0,72820,15.6,1920x1080 FHD / 1920x1080 FHD ,Intel Core i7 / Intel Core i7 ,4.0,11370H / 11370H ,3.0,Intel Iris Xe Graphics / Intel Iris Xe Graphics ,16.0,SSD / SSD ,DOS / без ОС / DOS / без ОС ,1650.0,ASUS 
ASUS X515JA-EJ2698W 90NB0SR3-M00DK0,31000,15.6,1920x1080 FHD ,Intel Pentium ,2.0,6805 ,1.1,Intel UHD Graphics ,4.0,SSD ,Windows 11 Home ,1800.0,ASUS 
Dell Vostro 3510 N8801VN3510EMEA01,59222,15.6,1920x1080 FHD ,Intel Core i3 ,2.0,1115G4 ,3.0,Intel UHD Graphics ,8.0,SSD ,Windows 11 Pro ,1690.0,Dell 
ASUS E410MA-BV1841W 90NB0Q12-M006F0,32230,14.0,1366x768 HD ,Intel Pentium ,4.0,N5030 ,1.1,Intel UHD Graphics ,4.0,SSD ,Windows 11 Home ,1300.0,ASUS 
Acer Aspire 3 A315-59-55NK Slim NX.K6SER.00H,61000,15.6,1920x1080 FHD ,Intel Core i5 ,10.0,1235U ,2.4,Intel UHD Graphics ,16.0,SSD ,DOS / без ОС ,1705.2024914285716,Acer 
Lenovo Legion S7 15ACH6 82K8001ARK,111687,15.6,1920x1080 FHD ,AMD Ryzen 5 ,6.0,5600H ,3.3,NVIDIA GeForce RTX 3060 ,16.0,SSD ,DOS / без ОС ,1900.0,Lenovo 
Lenovo V15 G3 IAP 82TT000PRU,60360,15.6,1920x1080 FHD ,Intel Core i3 ,6.0,1215U ,3.3,Intel UHD Graphics ,8.0,SSD ,no OS (без операционной системы) ,1700.0,Lenovo 
Lenovo T15 G1 T 20S6000PRT,131490,15.6,1920x1080 FHD ,Intel Core i5 ,4.0,10210U ,1.6,Intel UHD Graphics ,16.0,SSD ,Windows 10 Pro 64-bit ,1705.2024914285716,Lenovo 
HP 250 G8 2W9A7EA,62930,15.6,1920x1080 FHD ,Intel Core i3 ,2.0,1115G4 ,3.0,Intel UHD Graphics ,8.0,SSD ,Windows 10 Pro 64-bit ,1800.0,HP 
HP 250 G9 6S7B5EA,57010,15.6,1920x1080 FHD ,Intel Core i5 ,10.0,1235U ,1.3,Intel Iris Xe Graphics ,8.0,SSD ,DOS / без ОС ,1740.0,HP 
Acer Aspire A315-57G NX.HZRER.007,37000,15.6,1920x1080 FHD ,Intel Core i3 ,2.0,1005G1 ,1.2,NVIDIA GeForce MX330 ,4.0,HDD ,no OS (без операционной системы) ,1900.0,Acer 
HP 250 G9 6S797EU,71467,15.6,1920x1080 FHD ,Intel Core i3 ,6.0,1215U ,1.2,Intel UHD Graphics ,8.0,SSD ,DOS / без ОС ,1740.0,HP 
Lenovo ThinkBook 14 G3 ACL 21A200F0CD,87900,14.0,1920x1080 FHD ,AMD Ryzen 7 ,4.0,5700U ,1.8,AMD Radeon Graphics ,16.0,SSD ,Windows 11 Home ,1400.0,Lenovo 
Lenovo ThinkBook 15-ITL 20VE0053RU,82190,15.6,1920x1080 FHD ,Intel Core i5 ,4.0,1135G7 ,2.4,NVIDIA GeForce MX450 ,16.0,SSD ,no OS (без операционной системы) ,1700.0,Lenovo 
Xiaomi Pro RedmiBook XMA2006-RJ,74000,14.0,2560х1600 ,AMD Ryzen 5 ,6.0,5625U ,2.3,AMD Radeon Graphics ,16.0,SSD ,Windows 10 trial ,1700.0,Xiaomi 
HIPER DZEN H1569O7165WMP,73000,15.6,1920x1080 FHD ,Intel Core i7 ,4.0,1165G7 ,2.8,Intel UHD Graphics ,16.0,SSD ,Windows 10 Pro 64-bit ,1700.0,HIPER 
Dell Dell Vostro 3510 210-AZZU,54232,15.6,1920x1080 FHD ,Intel Core i7 ,4.0,1165G7 ,2.8,NVIDIA GeForce MX350 ,8.0,SSD ,DOS / без ОС ,1690.0,Dell 
HIPER Hiper G16 G16RTX3070A10400W11,119000,16.1,1920x1080 FHD ,Intel Core i5 ,6.0,10400 ,2.9,NVIDIA GeForce RTX 3070 ,16.0,SSD ,Windows 11 Pro ,1705.2024914285716,HIPER 
Lenovo ThinkPad E15 21ED003QRI,126490,15.6,1920x1080 FHD ,AMD Ryzen 7 ,4.0,5825U ,2.0,Intel Iris Xe Graphics ,16.0,SSD ,Windows 11 Pro ,1800.0,Lenovo 
ASUS VivoBook S15 M533UA-BN214 90NB0TN4-M000K0,73217,15.6,1920x1080 FHD ,AMD Ryzen 7 ,8.0,5700U ,1.8,AMD Radeon Graphics ,16.0,SSD ,DOS / без ОС ,1800.0,ASUS 
Lenovo IdeaPad 3 15IAU7 82RK003URK,66190,15.6,1920x1080 FHD ,Intel Core i5 ,10.0,1235U ,1.3,Intel Iris Xe Graphics ,16.0,SSD ,no OS (без операционной системы) ,1650.0,Lenovo 
HP ProBook 450 G8 2X7X6EA,99880,15.6,1920x1080 FHD ,Intel Core i5 ,4.0,1135G7 ,2.4,NVIDIA GeForce MX450 ,8.0,SSD ,DOS / без ОС ,2000.0,HP 
Lenovo ThinkPad E15 Gen 4 21E6006XRI,117090,15.6,1920x1080 FHD ,Intel Core i7 ,10.0,1255U ,1.7,Intel Iris Xe Graphics ,16.0,SSD ,DOS / без ОС ,1700.0,Lenovo 
Lenovo IdeaPad Gaming 3 15IHU6 82K1010KRK,73500,15.6,1920x1080 FHD ,Intel Core i5 ,4.0,11300H ,3.1,NVIDIA GeForce RTX 3050 ,8.0,SSD ,no OS (без операционной системы) ,2250.0,Lenovo 
Acer Acer Aspire 3 NX.AD0ER.01B,82500,17.3,1920x1080 FHD ,Intel Core i5 ,2.0,1135G7 ,2.4,Intel UHD Graphics ,16.0,SSD ,Windows 11 Home ,1705.2024914285716,Acer 
Lenovo ThinkPad T14 Gen 2 20W1A10PCD,125667,14.0,1920x1080 FHD ,Intel Core i5 ,4.0,1135G7 ,2.4,Intel Iris Xe Graphics ,16.0,SSD ,DOS / без ОС ,1500.0,Lenovo 
HP EliteBook 840 G9 6F6Z2EA,128899,14.0,1920x1080 FHD ,Intel Core i5 ,10.0,1235U ,2.4,Intel Iris Xe Graphics ,8.0,SSD ,Windows 11 Pro ,1400.0,HP 
ASUS X415EA-EB532 90NB0TT2-M00EC0,45012,14.0,1920x1080 FHD ,Intel Core i3 ,2.0,1115G4 ,3.0,Intel UHD Graphics ,8.0,SSD ,DOS / без ОС ,1600.0,ASUS 
Acer Extensa 15 NX.EGJER.00V,43500,15.6,1920x1080 FHD ,Intel Core i3 ,2.0,1115G4 ,3.0,Intel UHD Graphics ,8.0,SSD ,Windows 10 Pro 64-bit ,1900.0,Acer 
ASUS Zenbook Duo 90NB0S51-M002T0,158000,14.0,1920x1080 FHD ,Intel Core i7 ,4.0,1195G7 ,2.9,NVIDIA GeForce MX450 ,16.0,SSD ,Windows 11 Home ,1600.0,ASUS 
Acer Extensa 15 EX215-22-R00X NX.EG9ER.01P,46000,15.6,1920x1080 FHD ,AMD Ryzen 3 ,2.0,3250U ,2.6,AMD Radeon HD Graphics ,8.0,SSD ,Windows 10 Pro 64-bit ,1900.0,Acer 
Apple MacBook Air A2681 Z15S000V2,159000,13.6,2560x1664 ,Apple M2 ,8.0,1135G7 ,2.4,Intel Iris Xe Graphics ,16.0,SSD ,MAC OS ,1240.0,Apple 
Lenovo IdeaPad 3 15ITL6 82H801PQRK,29106,15.6,1920x1080 FHD ,Intel Celeron ,2.0,6305 ,1.8,Intel UHD Graphics ,4.0,HDD ,DOS / без ОС ,1700.0,Lenovo 
HIPER Workbook N15RP N15RP96WI,45900,15.6,1920x1080 FHD ,AMD Ryzen 5 ,4.0,3500U ,2.1,AMD Radeon Vega 8 ,16.0,SSD ,Windows 10 Pro 64-bit ,1700.0,HIPER 
Dell Latitude 5330 P138G 5330-5823,73310,13.3,1920x1080 FHD ,Intel Core i5 ,10.0,1235U ,1.3,Intel Iris Xe Graphics ,8.0,SSD ,Linux ,1200.0,Dell 
ASUS X1402ZA-EB664 90NB0WP1-M00TS0,64000,14.0,1920x1080 FHD ,Intel Core i7 ,12.0,1260P ,2.1,Intel Iris Xe Graphics ,8.0,SSD ,DOS / без ОС ,1500.0,ASUS 
ASUS ASUS ROG Flow X13 90NR06C5-M06720,294737,13.4,1920х1200 ,AMD Ryzen 9 ,8.0,5980HS ,3.0,NVIDIA GeForce RTX 3080 ,32.0,SSD ,Windows 10 Home 64-bit ,1705.2024914285716,ASUS 
HP EliteBook 840 G9 6F6Z5EA,169081,14.0,1920х1200 ,Intel Core i7 ,10.0,1255U ,1.7,Intel Iris Xe Graphics ,8.0,SSD ,Windows 11 Pro ,1360.0,HP 
HIPER DZEN MTL1569 46XJGOSU,56000,15.6,1920x1080 FHD ,Intel Core i5 ,4.0,1135G7 ,2.4,Intel Iris Xe Graphics ,8.0,SSD ,Windows 10 Pro 64-bit ,1705.2024914285716,HIPER 
Lenovo ThinkPad E15 21E60062RT,126447,15.0,1920x1080 FHD ,Intel Core i5 ,10.0,1235U ,1.3,Intel Iris Xe Graphics ,16.0,SSD ,DOS / без ОС ,1700.0,Lenovo 
HP Probook 440 G9 6P432PA,109650,14.0,1920x1080 FHD ,Intel Core i5 ,10.0,1235U ,1.3,Intel Iris Xe Graphics ,8.0,SSD ,DOS / без ОС ,1380.0,HP 
Apple MacBook Pro A2485 M1 Pro MK183B/A,240000,16.2,3456х2234 ,Apple M1 Pro ,10.0,1135G7 ,2.4,Intel Iris Xe Graphics ,16.0,SSD ,MAC OS ,2150.0,Apple 
HIPER Hiper G16 G16RTX3070A11700W11,138800,16.1,1920x1080 FHD ,Intel Core i7 ,8.0,11700K ,2.5,NVIDIA GeForce RTX 3070 ,16.0,SSD ,Windows 11 Pro ,1705.2024914285716,HIPER 
HP Elitebook x360 830 G8 3F9U1PA,206618,13.3,1920x1080 FHD ,Intel Core i7 ,4.0,1165G7 ,2.8,Intel Iris Xe Graphics ,16.0,SSD ,Windows 10 Pro 64-bit ,1350.0,HP 
ASUS VivoBook 15 X515EA-BQ1461 90NB0TY1-M01EC0,37662,15.6,1920x1080 FHD ,Intel Pentium Gold ,2.0,7505U ,2.0,Intel UHD Graphics ,8.0,SSD ,no OS (без операционной системы) ,1800.0,ASUS 
Huawei MateBook B3-520(BDZ-WDH9A) 53013JHX,66100,15.6,1920x1080 FHD ,Intel Core i5 ,4.0,1135G7 ,2.4,Intel Iris Xe Graphics ,8.0,SSD ,no OS (без операционной системы) ,1560.0,Huawei 
F+ FLTP-5i5-8512-W,41800,15.6,1920x1080 FHD ,Intel Core i5 ,4.0,1235U ,2.4,Intel Iris Xe Graphics ,8.0,SSD ,Windows 11 Home ,1705.2024914285716,F+ 
ASUS ProArt StudioBook 16 W7600H3A-L2120 90NB0TS1-M006X0,226765,16.0,3840x2400 ,Intel Core i7 ,8.0,11800H ,2.3,NVIDIA RTX A3000 ,16.0,SSD ,no OS (без операционной системы) ,2400.0,ASUS 
Lenovo K14 Gen 21CSS1BK00,85675,14.0,1920x1080 FHD ,Intel Core i7 ,4.0,1165G7 ,2.8,Intel Iris Xe Graphics ,8.0,SSD ,DOS / без ОС ,1500.0,Lenovo 
"Machenike Machcreator-14 14"" MC-14i511320HF60HSM00RU",74400,14.0,1920x1080 FHD ,Intel Core i5 ,4.0,11320H ,2.5,Intel Iris Xe Graphics ,16.0,SSD ,DOS / без ОС ,1400.0,Machenike 
"Irbis 15.6""LCD 15NBP3504",39900,15.6,1920x1080 FHD ,Intel Core i3 ,6.0,1215U ,1.2,Intel UHD Graphics ,8.0,SSD ,DOS / без ОС ,1769.0,Irbis 
Lenovo ThinkBook 14 G3 ACL 21A20008RU,77960,14.0,1920x1080 FHD ,AMD Ryzen 3 ,4.0,5300U ,2.6,AMD Radeon HD Graphics ,8.0,SSD ,Windows 10 Pro 64-bit ,1500.0,Lenovo 
Lenovo ThinkBook 15 G2 ITL 20VE0054RU,77110,15.6,1920x1080 FHD ,Intel Core i3 ,2.0,1115G4 ,3.0,Intel UHD Graphics ,8.0,SSD ,no OS (без операционной системы) ,1700.0,Lenovo 
Lenovo IdeaPad Gaming 3 16IAH7 82SA0081RM,102890,16.0,1920x1080 FHD ,Intel Core i5 ,4.0,12450H ,2.0,NVIDIA GeForce RTX 3050 Ti ,16.0,SSD ,DOS / без ОС ,2600.0,Lenovo 
ASUS TUF FX506HE-HN004 90NR0724-M01560,74000,15.6,1920x1080 FHD ,Intel Core i5 ,4.0,11400H ,2.2,NVIDIA GeForce RTX 3050 ,16.0,SSD ,DOS / без ОС ,2300.0,ASUS 
HIPER WORKBOOK N1567RH U9WH2LKF,41200,15.6,1920x1080 FHD ,Intel Core i5 ,4.0,10210U ,1.6,Intel UHD Graphics ,8.0,SSD ,Windows 10 Home 64-bit ,1600.0,HIPER 
Lenovo Lenovo IdeaPad 3 Gen 7 82RK00EXRK,90749,15.6,1920x1080 FHD ,Intel Core i7 ,10.0,1255U ,1.7,Intel Iris Xe Graphics ,8.0,SSD ,DOS / без ОС ,1705.2024914285716,Lenovo 
Lenovo IdeaPad Gaming 3 82S9004YRU,147783,15.6,1920x1080 FHD ,Intel Core i7 ,10.0,12650H ,2.4,NVIDIA GeForce RTX 3060 ,8.0,SSD ,Windows 11 Home ,2310.0,Lenovo 
HP 250 G8 5N1Z5ES,71417,15.6,1920x1080 FHD ,Intel Core i5 ,4.0,1135G7 ,2.4,Intel Iris Xe Graphics ,8.0,SSD ,DOS / без ОС ,1705.2024914285716,HP 
Lenovo Yoga Slim 7 ProX 14IAH7 82TK00BPRU,199042,14.5,3072x1920 ,Intel Core i7 ,4.0,12700H ,2.3,NVIDIA GeForce RTX 3050 ,32.0,SSD ,Windows 11 Home ,1450.0,Lenovo 
ASUS Vivobook Go 14 Flip TP1400KA-EC109W Pentium N6000/4GB/256GB SSD /Intel UHD Graphics/14.0 FHD IPS Touch/Numpad/Windows 11 Home/WIFI6/Quiet Blue/Stylus/RU_EN_Keyboard 90NB0VK1-M003L0*,31127,14.0,1920x1080 FHD ,Intel Pentium Silver ,4.0,N6000 ,1.1,Intel UHD Graphics ,4.0,SSD ,Windows 11 Home ,1500.0,ASUS 
ASUS ROG Zephyrus G14 GA402RJ-L4081W 90NR09T2-M00740,160000,14.0,1920x1080 FHD ,AMD Ryzen 7 ,8.0,6800HS ,3.2,AMD Radeon RX 6700S ,16.0,SSD ,Windows 11 Home ,1650.0,ASUS 
Lenovo Lenovo IdeaPad 5 Pro 16IAH7 82SK002YRU,129326,16.0,2560х1600 ,Intel Core i5 ,12.0,12500H ,2.5,Intel Arc A370M ,16.0,SSD ,Windows 11 Home ,1900.0,Lenovo 
Lenovo ThinkPad T16 21BV0024RT,226328,16.0,1920х1200 ,Intel Core i7 ,12.0,1260P ,2.1,Intel Iris Xe Graphics ,16.0,SSD ,DOS / без ОС ,1650.0,Lenovo 
ASUS ExpertBook B5 B5302CEA-KG0481W 90NX03S1-M06170,87415,13.3,1920x1080 FHD ,Intel Core i3 ,2.0,1115G4 ,3.0,Intel UHD Graphics ,8.0,SSD ,Windows 11 Home ,1200.0,ASUS 
ASUS M515DA-BQ1256 90NB0T41-M20720,43590,15.6,1920x1080 FHD ,AMD Ryzen 3 ,2.0,3250U ,2.6,AMD Radeon Graphics ,8.0,SSD ,no OS (без операционной системы) ,1800.0,ASUS 
Hasee S7-TA5NB (04HAS7TA5NB),60726,15.6,1920x1080 FHD ,Intel Core i5 ,6.0,11260H ,2.6,NVIDIA GeForce RTX 3050 ,8.0,SSD ,DOS / без ОС ,2200.0,Hasee 
ASUS VivoBook 15 M6500QC-L1123 90NB0YN1-M007F0,107364,15.6,1920x1080 FHD ,AMD Ryzen 7 ,8.0,5800H ,3.2,NVIDIA GeForce RTX 3050 ,16.0,SSD ,DOS / без ОС ,1900.0,ASUS 
