name,price,screen_size,display_resolution,cpu,proccessor_cores,set_of_cpu,cpu_frequency,gpu,ram,memory,operating_system,weight,brand
ASUS R565JA-BQ4051 90NB0SR2-M02NV0,47500,15.6,1920x1080 FHD ,Intel Core i5 ,4.0,1035G1 ,1.0,Intel UHD Graphics ,8.0,SSD ,DOS / без ОС ,1800.0,ASUS 
Samsung Galaxy book NP750 NP750XDA-KDHIT,55649,15.6,1920x1080 FHD ,Intel Core i5 ,4.0,1135G7 ,2.4,Intel Iris Xe Graphics ,8.0,SSD ,Windows 10 Professional Multi Language 64 ,1550.0,Samsung 
Apple MacBook Air A2681 Z15S000F7,127400,13.6,2560x1664 ,Apple M2 ,8.0,1135G7 ,2.4,Intel Iris Xe Graphics ,8.0,SSD ,MAC OS ,1240.0,Apple 
Lenovo Legion 5 15ACH6A 82NW005URM,106990,15.6,1920x1080 FHD ,AMD Ryzen 5 ,6.0,5600H ,3.3,AMD Radeon RX 6600M ,16.0,SSD ,DOS / без ОС ,2400.0,Lenovo 
ASUS X515EA-BQ1898 90NB0TY3-M00HZ0,54220,15.6,1920x1080 FHD ,Intel Core i5 ,4.0,1135G7 ,2.4,Intel Iris Xe Graphics ,8.0,SSD ,no OS (без операционной системы) ,1705.2024914285716,ASUS 
Lenovo ThinkPad Ultrabook X1 Carbon G9 T 20XXS0CW00,207513,14.0,1920х1200 ,Intel Core i7 ,4.0,1165G7 ,2.8,Intel Iris Xe Graphics ,16.0,SSD ,Windows 10 Pro 64-bit ,1130.0,Lenovo 
Lenovo Legion S7 16IAH7 82TF0061RK,215347,16.0,2560х1600 ,Intel Core i7 ,14.0,12700H ,1.7,NVIDIA GeForce RTX 3060 ,24.0,SSD ,DOS / без ОС ,2360.0,Lenovo 
ASUS ASUS TUF FX506HE-HN011 90NR0704-M00AD0,78000,15.6,1920x1080 FHD ,Intel Core i5 ,6.0,11400H ,2.7,NVIDIA GeForce RTX 3050 Ti ,8.0,SSD ,DOS / без ОС ,2300.0,ASUS 
HP 250 G8 2E9J8EA,89970,15.6,1920x1020 ,Intel Core i7 ,4.0,1065G7 ,1.3,Intel Iris Plus Graphics ,8.0,SSD ,Windows 10 Pro 64-bit ,1740.0,HP 
ASUS K3500PH-KJ492 90NB0UV2-M00EE0,90092,15.6,1920x1980 / 1920x1980 ,Intel Core i7 / Intel Core i7 ,4.0,11370H / 11370H ,3.0,NVIDIA GeForce GTX 1650 Max-Q / NVIDIA GeForce GTX 1650 Max-Q ,16.0,SSD / SSD ,DOS / без ОС / DOS / без ОС ,1650.0,ASUS 
Lenovo IdeaPad Gaming 3 15ACH6 82K2002BRK,93950,15.6,1920x1080 FHD ,AMD Ryzen 5 ,6.0,5600H ,3.3,NVIDIA GeForce RTX 3050 ,8.0,SSD ,no OS (без операционной системы) ,2250.0,Lenovo 
Dream Machines Clevo GM5RGIW RT3080-15EU56,205556,15.6,2560x1440 2k WQHD ,AMD Ryzen 9 ,8.0,6900HX ,3.3,NVIDIA GeForce RTX 3080 ,32.0,SSD ,DOS / без ОС ,2200.0,Dream Machines 
Lenovo Legion 5 15IAH7H 82RB00LERM,136690,15.6,1920x1080 FHD ,Intel Core i5 ,8.0,12500H ,2.5,NVIDIA GeForce RTX 3060 ,16.0,SSD ,DOS / без ОС ,2400.0,Lenovo 
ASUS M1702QA-AU081 90NB0YA2-M003N0,69883,17.3,1920x1080 FHD ,AMD Ryzen 5 ,4.0,5600H ,3.3,AMD Radeon Vega 7 ,16.0,SSD ,DOS / без ОС ,2100.0,ASUS 
Dell LATITUDE 3520 CC-DEL1135D742,80895,15.6,1920x1080 FHD ,Intel Core i7 ,4.0,1165G7 ,2.8,Intel Iris Xe Graphics ,8.0,SSD ,Ubuntu ,1790.0,Dell 
Acer SF314-511-521L Swift NX.ABNER.007,67500,15.6,1920x1080 FHD ,Intel Core i5 ,4.0,1135G7 ,2.4,Intel Iris Xe Graphics ,8.0,SSD ,DOS / без ОС ,1705.2024914285716,Acer 
ASUS TUF FX506LH-HN277W 90NR03U2-M006C0,90092,15.6,1920x1080 FHD ,Intel Core i5 ,4.0,10300H ,2.5,NVIDIA GeForce GTX 1650 ,16.0,SSD ,Windows 11 Home ,2300.0,ASUS 
Lenovo Legion 5 15IAH7 82RC0034RK,142650,15.6,1920x1080 FHD ,Intel Core i7 ,14.0,12700H ,2.3,NVIDIA GeForce RTX 3050 Ti ,16.0,SSD ,no OS (без операционной системы) ,2350.0,Lenovo 
Huawei MateBook NBDE-WDH9 53013NYY,52000,14.0,1920x1080 FHD ,Intel Core i5 ,4.0,1155G7 ,2.5,Intel Iris Xe Graphics ,8.0,SSD ,Windows 11 Home ,1380.0,Huawei 
ASUS ExpertBook P1 90NX05E1-M001L0,57280,15.6,1920x1080 FHD ,Intel Core i5 ,4.0,1135G7 ,2.4,Intel Iris Xe Graphics ,8.0,SSD ,no OS (без операционной системы) ,1800.0,ASUS 
Dell Vostro 3500 3500-0062,40000,15.6,1920x1080 FHD ,Intel Core i3 ,2.0,1115G4 ,3.0,Intel UHD Graphics ,8.0,SSD ,Linux ,1780.0,Dell 
ASUS Vivobook Go 14 E410KA-BV119W 90NB0UA5-M004P0,28948,14.0,1366x768 HD ,Intel Celeron ,2.0,N4500 ,1.1,Intel HD Graphics ,4.0,SSD ,Windows 11 Home ,1300.0,ASUS 
ASUS TUF  Gaming FX507ZM-HN116 90NR09A1-M001C0,161407,15.6,1920x1080 FHD ,Intel Core i7 ,14.0,12700H ,2.3,NVIDIA GeForce RTX 3060 ,16.0,SSD ,no OS (без операционной системы) ,2.2,ASUS 
Huawei MateBook D 14 NbD-WDI9 53013SMV,41000,14.0,1920x1080 FHD ,Intel Core i3 ,2.0,1115G4 ,3.0,Intel UHD Graphics ,8.0,SSD ,no OS (без операционной системы) ,1380.0,Huawei 
Apple 16-inch MacBook Pro 2021 Space Grey MK193RU/A,244000,16.2,3456х2234 ,Apple M1 Pro ,10.0,1135G7 ,2.4,Intel Iris Xe Graphics ,16.0,SSD ,MAC OS ,2150.0,Apple 
Lenovo ThinkPad T14 Gen 2 20W1A10XCD,158606,14.0,1920x1080 FHD ,Intel Core i7 ,4.0,1165G7 ,2.8,NVIDIA GeForce MX450 ,16.0,SSD ,DOS / без ОС ,1500.0,Lenovo 
HP PROBOOK 450 G9 7A4D6PA,98879,15.6,1920x1080 FHD ,Intel Core i7 ,10.0,1255U ,2.4,NVIDIA GeForce MX570 ,8.0,SSD ,DOS / без ОС ,1740.0,HP 
F+ FLTP-5i FLTP-5i3-8512-W,37000,15.6,1920x1080 FHD ,Intel Core i3 ,6.0,1215U ,2.4,Intel UHD Graphics ,8.0,SSD ,Windows 11 Home ,1780.0,F+ 
Lenovo ThinkPad L13 G3 21BAA01UCD,96574,13.3,1920х1200 ,AMD Ryzen 5 PRO ,6.0,5675U ,2.3,AMD Radeon Graphics ,8.0,SSD ,DOS / без ОС ,1250.0,Lenovo 
"Lenovo IdeaPad 3 14ITL6 14"" 82H700L4RE",29890,14.0,1920x1080 FHD ,Intel Pentium Gold ,2.0,7505 ,2.0,Intel UHD Graphics ,4.0,SSD ,DOS / без ОС ,1410.0,Lenovo 
ASUS X1402ZA-EK658 90NB0WP1-M00TJ0,52000,14.0,1920x1080 FHD ,Intel Core i5 ,12.0,1240P ,1.7,Intel Iris Xe Graphics ,8.0,SSD ,DOS / без ОС ,1500.0,ASUS 
Lenovo IP 5 Pro 16ARH7 82SN0085RU,160125,16.0,2560х1600 ,AMD Ryzen 5 ,6.0,6600HS ,3.3,NVIDIA GeForce RTX 3050 ,16.0,SSD ,Windows 11 Home ,1950.0,Lenovo 
Acer Aspire 7 A715-43G-R2PG NH.QHDER.008,69900,15.6,1920x1080 FHD ,AMD Ryzen 3 ,4.0,5625U ,2.3,NVIDIA GeForce RTX 3050 ,16.0,SSD ,DOS / без ОС ,2150.0,Acer 
ASUS R522MA-BQ862W 90NB0Q64-M000W0,45000,15.6,1920x1080 FHD ,Intel Celeron ,2.0,N4020 ,1.1,Intel UHD Graphics ,4.0,eMMC ,Windows 11 Home ,1570.0,ASUS 
HP EliteBook 840 G8 401S5EA,121421,14.0,1920x1080 FHD ,Intel Core i5 ,4.0,1135G7 ,4.2,Intel Iris Xe Graphics ,16.0,SSD ,Windows 10 Pro 64-bit ,2000.0,HP 
Acer Swift 3 SF314-43-R6WH NX.AB1ER.019,56000,14.0,1920x1080 FHD ,AMD Ryzen 5 ,6.0,5500U ,2.1,AMD Radeon Graphics ,16.0,SSD ,DOS / без ОС ,1200.0,Acer 
HP 15-dw4028nia 6N2B6EA,64080,15.6,1920x1080 FHD ,Intel Core i7 ,10.0,1255U ,2.4,NVIDIA GeForce MX550 ,8.0,SSD ,DOS / без ОС ,1780.0,HP 
Acer A115-32-P7AU Aspire NX.A9BER.00D,29000,15.6,1920x1080 FHD ,Intel Core i5 ,4.0,1135G7 ,2.4,Intel Iris Xe Graphics ,8.0,SSD ,DOS / без ОС ,1705.2024914285716,Acer 
Lenovo IP 3 15ADA05 81W1016NRK,34928,15.6,1920x1080 FHD ,AMD Ryzen 3 ,2.0,3250U ,2.4,AMD Radeon Graphics ,4.0,HDD ,Windows 10 ,1.85,Lenovo 
Lenovo ThinkPad L13 G3 21BAS21G00,133890,13.3,1920х1200 ,AMD Ryzen 5 PRO ,6.0,5675U ,2.3,AMD Radeon RX Vega 7 ,16.0,SSD ,Windows 11 Pro ,1250.0,Lenovo 
HP EliteBook 840 G8 4M1A2EC,176667,14.0,1920x1080 FHD ,Intel Core i5 ,4.0,1135G7 ,2.4,Intel Iris Xe Graphics ,16.0,SSD ,Windows 11 Pro ,1400.0,HP 
Razer Blade 15 RZ09-0421NED3-R3E1,244764,15.6,2560x1440 2k WQHD ,Intel Core i7 ,14.0,12800Н ,1.8,NVIDIA GeForce RTX 3070 Ti ,16.0,SSD ,Windows 11 Home ,2020.0,Razer 
HP 255 G8 5N3M6EA,82000,15.6,1920x1080 FHD ,AMD Ryzen 5 ,6.0,5500U ,2.1,AMD Radeon HD Graphics ,8.0,SSD ,Windows 11 Pro ,1740.0,HP 
"HIPER WORKBOOK MTL1585W 15.6"" MTL1585W1115WI",43000,15.6,1920x1080 FHD ,Intel Core i3 ,2.0,1115G4 ,2.13,Intel UHD Graphics ,8.0,SSD ,Windows 11 Pro ,1700.0,HIPER 
Lenovo Legion 5 15ACH6H 82JU01AERM,139990,15.6,1920x1080 FHD ,AMD Ryzen 5 ,4.0,5600H ,3.3,NVIDIA GeForce RTX 3070 ,16.0,SSD ,DOS / без ОС ,2400.0,Lenovo 
Lenovo IdeaPad 5 Pro 16IHU6 82L9008NRK,98990,16.0,2560х1600 ,Intel Core i5 ,4.0,11300H ,3.1,NVIDIA GeForce MX450 ,8.0,SSD ,DOS / без ОС ,1900.0,Lenovo 
Acer Nitro 5 AN515-57-79GQ NH.QELEM.00B,124550,15.6,1920x1080 FHD ,Intel Core i7 ,8.0,11800H ,2.3,NVIDIA GeForce RTX 3050 ,16.0,SSD ,DOS / без ОС ,2300.0,Acer 
Lenovo IdeaPad 3 15ARE05 81W40033RK,45290,15.6,1920x1080 FHD ,AMD Ryzen 5 ,6.0,4500U ,2.3,AMD Radeon HD Graphics ,4.0,SSD ,DOS / без ОС ,1700.0,Lenovo 
HP HP15s-eq1426ur 5R9R2EA,43885,15.6,1920x1080 FHD ,AMD Ryzen 3 ,2.0,3250U ,2.6,AMD Radeon Graphics ,8.0,SSD ,DOS / без ОС ,1790.0,HP 
HP ProBook 450 G9 6A285EA,86977,15.6,1920x1080 FHD ,Intel Core i3 ,6.0,1215U ,2.4,Intel Iris Xe Graphics ,8.0,SSD ,Windows 11 Pro ,1700.0,HP 
"HP HP15s-fq3023ur 15.6"" 3T774EA",32888,15.6,1920x1080 FHD ,Intel Celeron ,2.0,N4500 ,1.1,Intel HD Graphics ,4.0,SSD ,Windows 10 Home 64-bit ,1690.0,HP 
HIPER SLIM H1306O5165WM,78200,13.3,1920x1080 FHD ,Intel Core i5 ,10.0,1235U ,1.3,Intel UHD Graphics ,16.0,SSD ,Windows 10 Pro 64-bit ,1260.0,HIPER 
ASUS ExpertBook B5 B5302CEA-KG0631X 90NX03S1-M006P0,99535,13.3,1920x1080 FHD ,Intel Core i3 ,2.0,1115G4 ,3.0,Intel UHD Graphics ,8.0,SSD ,Windows 11 Pro ,1200.0,ASUS 
HP ProBook 440 G9 6A2C0EA,90216,14.0,1920x1080 FHD ,Intel Core i3 ,6.0,1215U ,1.2,Intel UHD Graphics ,8.0,SSD ,no OS (без операционной системы) ,1380.0,HP 
HP ProBook 450 G9 6F1E6EA,98590,15.6,1920x1080 FHD ,Intel Core i5 ,10.0,1235U ,1.3,Intel Iris Xe Graphics ,8.0,SSD ,no OS (без операционной системы) ,1740.0,HP 
Irbis NB285,31000,15.6,1366x768 HD ,Intel Pentium ,4.0,J3710 ,1.6,Intel HD Graphics ,4.0,eMMC ,Windows 10 Pro 64-bit ,1570.0,Irbis 
ASUS TUF Gaming F15 FX506HEB-HN155 90NR0703-M04500,71000,15.6,1920x1080 FHD ,Intel Core i5 ,6.0,11400H ,2.7,NVIDIA GeForce RTX 3050 Ti ,8.0,SSD ,no OS (без операционной системы) ,2300.0,ASUS 
MSI CreatorPro M16 A12UJS-690RU 9S7-158432-690,185500,16.0,2560х1600 ,Intel Core i7 ,14.0,12700H ,2.3,NVIDIA GeForce RTX A2000 ,32.0,SSD ,Windows 11 Pro ,2260.0,MSI 
Lenovo ThinkBook 15 G2 ITL 20VE0056RU,108990,15.6,1920x1080 FHD ,Intel Core i5 ,4.0,1135G7 ,2.4,Intel Iris Xe Graphics ,16.0,SSD ,no OS (без операционной системы) ,1700.0,Lenovo 
Acer A115-22-R2DZ Aspire NX.A7NER.00F,27000,15.6,1920x1080 FHD ,Intel Core i5 ,4.0,1135G7 ,2.4,Intel Iris Xe Graphics ,8.0,SSD ,DOS / без ОС ,1705.2024914285716,Acer 
Apple MacBook Air A2681 MLXW3LL/A,130000,13.6,2560x1664 ,Apple M2 ,8.0,1135G7 ,2.4,Intel Iris Xe Graphics ,8.0,SSD ,MAC OS ,1705.2024914285716,Apple 
Apple 16-inch MacBook Pro 2021 Silver MK1F3RU/A,254000,16.2,3456х2234 ,Apple M1 Pro ,10.0,1135G7 ,2.4,Intel Iris Xe Graphics ,16.0,SSD ,MAC OS ,2150.0,Apple 
Lenovo IdeaPad 5 Pro 14ARH7 82SJ0014RU,104890,14.0,2880x1800 ,AMD Ryzen 5 ,6.0,6600HS ,3.3,AMD Radeon Graphics ,16.0,SSD ,Windows 11 Home ,1410.0,Lenovo 
Dell Vostro 3510 CC-DEL1135D729,72457,15.6,1920x1080 FHD ,Intel Core i7 ,4.0,1165G7 ,2.8,NVIDIA GeForce MX350 ,8.0,SSD ,Linux ,1690.0,Dell 
MSI Creator Z16P B12UHST 9S7-15G121-028,272000,16.0,2560х1600 ,Intel Core i9 ,14.0,12900H ,3.8,NVIDIA GeForce RTX 3080 Ti Max-Q ,32.0,SSD ,Windows 11 Home ,2300.0,MSI 
ASUS B1500CEAE-BQ2938R +mouse 90NX0441-M00V60,114791,15.6,1920x1080 FHD ,Intel Core i7 ,4.0,1165G7 ,2.8,Intel Iris Xe Graphics ,16.0,SSD ,Windows 10 Pro 64-bit ,1730.0,ASUS 
HIPER EXPERTBOOK MTL1601 MTL1601B1115WH,54500,16.1,1920x1080 FHD ,Intel Core i3 ,2.0,1115G4 ,2.1,Intel UHD Graphics ,8.0,SSD ,Windows 10 Home 64-bit ,1705.2024914285716,HIPER 
ASUS TP470EA-EC458W 90NB0S01-M00DM0,107019,14.0,1920x1080 FHD / 1920x1080 FHD ,Intel Core i7 / Intel Core i7 ,4.0,1165G7 / 1165G7 ,2.8,Intel Iris Xe Graphics ,8.0,SSD / SSD ,Windows 11 Home / Windows 11 Home ,1500.0,ASUS 
Lenovo IdeaPad 3 15ITL6 82H802C3UE,47890,15.6,1920x1080 FHD ,Intel Core i5 ,4.0,1135G7 ,2.4,Intel Iris Xe Graphics ,8.0,SSD ,DOS / без ОС ,1650.0,Lenovo 
Lenovo IdeaPad Gaming 3 15ACH6 82K200HHRE,84151,15.6,1920x1080 FHD ,AMD Ryzen 5 ,6.0,5600H ,3.3,NVIDIA GeForce RTX 3050 ,16.0,SSD ,no OS (без операционной системы) ,2250.0,Lenovo 
ASUS X1402ZA-EB558 90NB0WP2-M00TR0,44000,14.0,1920x1080 FHD ,Intel Core i3 ,10.0,1220P ,1.1,Intel UHD Graphics ,8.0,SSD ,DOS / без ОС ,1500.0,ASUS 
Maibenben X558 X558FSFCLGRE0,85490,15.6,1920x1080 FHD ,AMD Ryzen 7 ,8.0,5800H ,3.2,NVIDIA GeForce RTX 3060 ,16.0,SSD ,Linux ,2000.0,Maibenben 
ASUS TUF FX517ZE-HN066W 90NR0953-M00AF0,132409,15.6,1920x1080 FHD ,Intel Core i7 ,10.0,12650H ,2.3,NVIDIA GeForce RTX 3050 Ti ,16.0,SSD ,Windows 11 Home ,2000.0,ASUS 
ASUS TUF  Gaming FA507RC-HN057 90NR09R2-M00440,95177,15.6,1920x1080 FHD ,AMD Ryzen 7 ,8.0,6800H ,3.2,NVIDIA GeForce RTX 3050 ,16.0,SSD ,no OS (без операционной системы) ,2200.0,ASUS 
Lenovo IdeaPad 5 Pro 16ARH7 82SN0043RK,96590,15.6,1920x1080 FHD ,Intel Core i5 ,4.0,1135G7 ,2.4,Intel Iris Xe Graphics ,8.0,SSD ,DOS / без ОС ,1705.2024914285716,Lenovo 
Maibenben X525 X525FSBALBRE0,73195,15.6,1920x1080 FHD ,Intel Core i5 ,8.0,12450H ,2.0,NVIDIA GeForce RTX 3050 ,8.0,SSD ,Linux ,2000.0,Maibenben 
HP EliteBook 640 G9 5Y3S4EA,124054,14.0,1920x1080 FHD ,Intel Core i5 ,10.0,1235U ,1.3,Intel Iris Xe Graphics ,8.0,SSD ,Windows 11 Pro ,1370.0,HP 
Lenovo ThinkBook 15 G2 ITL 20VE0008MH,63884,15.6,1980x1080 ,Intel Core i3 ,2.0,1115G4 ,3.0,Intel UHD Graphics ,8.0,SSD ,Windows 10 Home 64-bit ,1700.0,Lenovo 
ASUS VivoBook S16 M5602QA-L2117 90NB0XW3-M004M0,95273,16.0,3840x2400 ,AMD Ryzen 7 ,8.0,5800H ,3.2,AMD Radeon Graphics ,16.0,SSD ,DOS / без ОС ,1800.0,ASUS 
Dell Latitude 5520 5520-6442,101700,15.6,1920x1080 FHD ,Intel Core i5 ,4.0,1135G7 ,2.4,Intel Iris Xe Graphics ,8.0,SSD ,Windows 10 Pro 64-bit ,1705.2024914285716,Dell 
Dell Latitude 5430 210-BDGP-256SSD,114495,14.0,1920x1080 FHD ,Intel Core i5 ,10.0,1235U ,1.3,Intel Iris Xe Graphics ,8.0,SSD ,DOS / без ОС ,1700.0,Dell 
ASUS B1400CBA-EB0767W 90NX0571-M00ZC0,91000,14.0,1920x1080 FHD ,Intel Core i5 ,10.0,1235U ,1.3,Intel Iris Xe Graphics ,8.0,SSD ,Windows 11 Home ,1450.0,ASUS 
Lenovo Yoga Slim 7 15ITL05 82AC004MRK,109382,15.6,1920x1080 FHD ,Intel Core i7 ,4.0,1165G7 ,2.8,Intel Iris Xe Graphics ,16.0,SSD ,DOS / без ОС ,1680.0,Lenovo 
Acer Aspire 5 A514-55 (NX.K5DER.001),48500,14.0,1920x1080 FHD ,Intel Core i3 ,6.0,1215U ,1.2,Intel UHD Graphics ,8.0,SSD ,Windows 11 Home ,1490.0,Acer 
ASUS M3401QA-KM045W 90NB0VZ2-M001C0,71956,14.0,2880x1800 ,AMD Ryzen 5 ,6.0,5600H ,3.3,AMD Radeon Vega 7 ,8.0,SSD ,Windows 11 Home ,1450.0,ASUS 
Acer Aspire 3 A314-22-R7SR NX.HVVER.001,35000,14.0,1920x1080 FHD ,AMD Ryzen 3 ,2.0,3250U ,2.6,AMD Radeon HD Graphics ,4.0,SSD ,Windows 10 Home 64-bit ,1900.0,Acer 
HP 255 G8 45M81ES,54350,15.6,1920x1080 FHD ,AMD Ryzen 5 ,6.0,5500U ,2.1,AMD Radeon Graphics ,8.0,SSD ,DOS / без ОС ,1800.0,HP 
ASUS VivoBook 15X M1503QA-L1223 90NB0Y91-M00BS0,75497,15.6,1920x1080 FHD ,AMD Ryzen 7 ,8.0,5800H ,3.2,AMD Radeon Graphics ,16.0,SSD ,DOS / без ОС ,1900.0,ASUS 
Lenovo Legion 5 15IAH7H 82RB00MERK,222230,15.6,2560x1440 2k WQHD ,Intel Core i7 ,14.0,12700H ,2.3,NVIDIA GeForce RTX 3070 Ti ,16.0,SSD ,no OS (без операционной системы) ,2400.0,Lenovo 
Lenovo IdeaPad 3 15IGL05 81WQ0082RK,24990,15.6,1920x1080 FHD ,Intel Pentium Silver ,4.0,N5030 ,1.1,Intel UHD Graphics 605 ,8.0,SSD ,DOS / без ОС ,1.7,Lenovo 
HP ProBook 650 G8 2Y2J9EA,88327,15.6,1920x1080 FHD ,Intel Core i5 ,4.0,1135G7 ,2.4,Intel Iris Xe Graphics ,8.0,SSD ,Windows 10 Pro 64-bit ,1740.0,HP 
ASUS B1400CEAE-EB2895 90NX0421-M32720,52000,14.0,1920x1080 FHD ,Intel Pentium Gold ,2.0,7505 ,2.0,Intel UHD Graphics ,8.0,SSD ,no OS (без операционной системы) ,1700.0,ASUS 
HP 450 G8 2W1G9EA,95880,15.6,1920x1080 FHD ,Intel Core i5 ,4.0,1135G7 ,4.2,Intel UHD Graphics ,16.0,SSD ,Windows 10 Pro 64-bit ,1705.2024914285716,HP 
HP ProBook 450 G8 5B735EA,97431,15.6,1920x1080 FHD ,Intel Core i5 ,4.0,1135G7 ,2.4,Intel Iris Xe Graphics ,8.0,SSD ,Windows 10 Pro 64-bit ,1705.2024914285716,HP 
Samsung Galaxy Book LTE NP755 NP755XDA-KB2SE,70539,15.6,1920x1080 FHD ,Intel Core i5 ,4.0,1135G7 ,2.4,Intel Iris Xe Graphics ,8.0,SSD ,Windows 11 Home ,1550.0,Samsung 
ASUS A416JA-EB1184 90NB0ST2-M18300,39000,14.0,1920x1080 FHD ,Intel Core i3 ,2.0,1005G1 ,1.2,Intel UHD Graphics ,8.0,SSD ,no OS (без операционной системы) ,1600.0,ASUS 
Lenovo ThinkPad X1 Carbon G10 21CCS9PV01,223000,14.0,2240x1400 ,Intel Core i7 ,10.0,1265U ,1.8,Intel Iris Xe Graphics ,16.0,SSD ,DOS / без ОС ,1120.0,Lenovo 
Dell Vostro 3400 7DN-N6006VN3400EMEA01U,40024,14.0,1920x1080 FHD ,Intel Core i3 ,2.0,1115G4 ,3.0,Intel UHD Graphics ,8.0,SSD ,Linux ,1590.0,Dell 
ASUS TUF Dash FX517ZR 90NR0AV3-M001V0,145449,15.6,1920x1080 FHD ,Intel Core i7 ,10.0,12650H ,2.3,NVIDIA GeForce RTX 3070 ,16.0,SSD ,DOS / без ОС ,2000.0,ASUS 
"Irbis 15.6"" 15NBC1006",34400,15.6,1920x1080 FHD ,AMD Ryzen 3 ,2.0,3200U ,2.6,AMD Radeon Vega 3 ,16.0,SSD ,DOS / без ОС ,1650.0,Irbis 
Lenovo IdeaPad 3 15ITL6 82H801C3RK,90630,15.6,1920x1080 FHD ,Intel Core i7 ,4.0,1165G7 ,2.8,NVIDIA GeForce MX350 ,12.0,HDD+SSD (отдельный) ,DOS / без ОС ,1650.0,Lenovo 
HP Elitebook 840 G8 6A3P2AV,163547,14.0,1920x1080 FHD ,Intel Core i7 ,4.0,1165G7 ,2.4,Intel Iris Xe Graphics ,8.0,SSD ,DOS / без ОС ,1400.0,HP 
Xiaomi Redmibook Redmi G JYU4489CN,109900,16.0,2560х1600 ,Intel Core i7 ,10.0,12650H ,2.0,NVIDIA GeForce RTX 3050 Ti ,16.0,SSD ,Windows 10 trial ,1700.0,Xiaomi 
ASUS B5402FEA-HY0202X 90NX04I1-M00760,134136,14.0,1920x1080 FHD ,Intel Core i5 ,4.0,1155G7 ,2.5,Intel Iris Xe Graphics ,8.0,SSD ,Windows 11 Pro ,1380.0,ASUS 
Lenovo IdeaPad Gaming 3 15IAH7 82S900KTRU,127861,15.6,1920x1080 FHD ,Intel Core i7 ,10.0,12650H ,2.3,NVIDIA GeForce RTX 3050 Ti ,16.0,SSD ,Windows 11 Home ,2310.0,Lenovo 
MSI Pulse GL66 11UCK-423XRU 9S7-158224-423,75500,15.6,1920x1080 FHD ,Intel Core i7 ,8.0,11800H ,2.3,NVIDIA GeForce RTX 3050 ,8.0,SSD ,DOS / без ОС ,1705.2024914285716,MSI 
Lenovo ThinkBook 14 G3 ACL 21A2003URU,67990,15.6,1920x1080 FHD ,Intel Core i5 ,4.0,1135G7 ,2.4,Intel Iris Xe Graphics ,8.0,SSD ,DOS / без ОС ,1705.2024914285716,Lenovo 
ASUS R528EA-BQ2371W 90NB0SG4-M47830,57000,15.6,1920x1080 FHD ,Intel Core i5 ,4.0,1135G7 ,2.4,Intel UHD Graphics ,8.0,SSD ,Windows 11 Home ,1800.0,ASUS 
ASUS M3502QA-BQ238 90NB0XX2-M00B10,71179,15.6,1920x1080 FHD ,AMD Ryzen 5 ,6.0,5600H ,3.3,AMD Radeon Vega 7 ,8.0,SSD ,DOS / без ОС ,1800.0,ASUS 
HP 245 G8 27J56EA,51230,14.0,1920x1080 FHD ,AMD Ryzen 3 ,2.0,3250U ,2.6,AMD Radeon HD Graphics ,8.0,SSD ,Windows 10 Pro 64-bit ,1705.2024914285716,HP 
Lenovo Thinkbook 15 G2 ITL 20VE00RNPB,81067,15.6,1920x1080 FHD ,Intel Core i5 ,4.0,1135G7 ,2.4,Intel Iris Graphics ,8.0,SSD ,Windows 11 Pro ,1700.0,Lenovo 
Dell  Latitude 5430 210-BDGP-Latitude5430(i5/400nits/W11Pro),118550,14.0,1920x1080 FHD ,Intel Core i5 ,10.0,1235U ,1.3,Intel Iris Xe Graphics ,8.0,SSD ,Windows 11 Pro ,1370.0,Dell 
HP ENVY X360 13-BF0155NW 715R3EA,109160,13.0,1920x1080 FHD ,Intel Core i5 ,10.0,1230U ,2.4,Intel Iris Xe Graphics ,16.0,SSD ,Windows 11 Home ,1705.2024914285716,HP 
HIPER EXPERTBOOK H1600O5165HM,69600,16.1,1920x1080 FHD ,Intel Core i5 ,10.0,1235U ,1.3,Intel UHD Graphics ,16.0,SSD ,Windows 10 ,1860.0,HIPER 
HP ProBook 440 G9 6S6J2EA,110861,14.0,1920x1080 FHD ,Intel Core i5 ,10.0,1235U ,3.2,Intel Iris Xe Graphics ,8.0,SSD ,Windows 11 Pro ,1380.0,HP 
Lenovo ThinkPad E14 Gen 2-ARE 20T60081PB,61290,14.0,1920x1080 FHD ,AMD Ryzen 3 ,4.0,4300U ,2.7,AMD Radeon Graphics ,8.0,SSD ,Windows 10 Pro 64-bit ,1590.0,Lenovo 
"Irbis 15.6"" 15NBC1008",47800,15.6,1920x1080 FHD ,AMD Ryzen 7 ,4.0,5800U ,1.9,AMD Radeon Graphics ,16.0,SSD ,DOS / без ОС ,1650.0,Irbis 
Dell Latitude 7320 G2G-CCDEL1173W501,103709,13.3,1920x1080 FHD ,Intel Core i5 ,4.0,1145G7 ,2.6,Intel Iris Xe Graphics ,16.0,SSD ,Windows 11 Pro ,1120.0,Dell 
Lenovo Legion S7 15ACH6 82K80025RM,139310,15.6,1920x1080 FHD ,AMD Ryzen 7 ,4.0,5800H ,3.2,NVIDIA GeForce RTX 3050 Ti ,16.0,SSD ,DOS / без ОС ,1900.0,Lenovo 
